ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd,max_reasonable_age
26203,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,20.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Greece,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;TypeScript,DuckDB;MariaDB;MySQL;PostgreSQL;Valkey,63808.0,44.0
26216,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,15.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,Netherlands,C#;HTML/CSS;JavaScript;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;Redis,83531.0,34.0
26217,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30.0,40.0,"Senior executive (C-suite, VP, etc.)",Less than 20 employees,Individual contributor,Remote,Manufacturing,Chile,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lisp;SQL,Datomic;Elasticsearch;PostgreSQL;Redis;Valkey,42412.0,54.0
2623,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,16.0,Engineering manager,"10,000 or more employees",People manager,Remote,Banking/Financial Services,United States of America,Bash/Shell (all shells);Groovy;Java;JavaScript;Python;TypeScript,Oracle;PostgreSQL,180000.0,44.0
26254,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,13.0,AI/ML engineer,"10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,United Kingdom of Great Britain and Northern Ireland,Python,BigQuery;PostgreSQL,129334.0,34.0
26262,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,20.0,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,Remote,Higher Education,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,Microsoft SQL Server;MySQL;Redis;SQLite,105000.0,44.0
26294,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",4.0,7.0,Data engineer,20 to 99 employees,Individual contributor,Remote,"Internet, Telecomm or Information Services",Poland,Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,BigQuery;Dynamodb;MongoDB;MySQL;PostgreSQL;Redis;SQLite,130992.0,24.0
2630,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,26.0,26.0,"Developer, desktop or enterprise applications","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Netherlands,Bash/Shell (all shells);Go;HTML/CSS;Java;PowerShell;Python;SQL;VBA,Microsoft SQL Server,70554.0,54.0
26307,18-24 years old,Some college/university study without earning a degree,Employed,3.0,11.0,"Developer, front-end",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,United States of America,Bash/Shell (all shells);C#;GDScript;HTML/CSS;JavaScript;TypeScript,Dynamodb;MongoDB,75000.0,24.0
26313,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,18.0,DevOps engineer or professional,"5,000 to 9,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Computer Systems Design and Services,Poland,C#;HTML/CSS;PowerShell;Python,Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL,51851.0,34.0
26327,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",4.0,10.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Chile,Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,DuckDB;Dynamodb;MongoDB;PostgreSQL;Redis,2121.0,34.0
26335,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,7.0,"Developer, full-stack",500 to 999 employees,Individual contributor,Remote,Software Development,United States of America,C#;Elixir;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;Visual Basic (.Net),Microsoft SQL Server;PostgreSQL,96300.0,34.0
26336,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,10.0,13.0,AI/ML engineer,20 to 99 employees,Individual contributor,Remote,Software Development,Russian Federation,Python;SQL,SQLite,75000.0,44.0
26341,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,19.0,"Developer, AI apps or physical AI",100 to 499 employees,Individual contributor,Remote,Media & Advertising Services,United States of America,Python;Scala,Elasticsearch;PostgreSQL;Redis,380651.0,44.0
26362,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,7.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Higher Education,Poland,HTML/CSS;Java;JavaScript;SQL,Elasticsearch;PostgreSQL,35477.0,24.0
26384,45-54 years old,Some college/university study without earning a degree,Employed,30.0,25.0,"Developer, front-end",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Media & Advertising Services,United States of America,Ada;Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,Microsoft Access;Microsoft SQL Server;MySQL;Redis,104000.0,54.0
26391,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,10.0,"Developer, back-end","5,000 to 9,999 employees",Individual contributor,Remote,Fintech,Brazil,Dart;Python;Scala;SQL,Databricks SQL;Dynamodb;PostgreSQL,40048.0,44.0
26395,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16.0,27.0,"Developer, embedded applications or devices","5,000 to 9,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Manufacturing,United States of America,Bash/Shell (all shells);C;C#;HTML/CSS;JavaScript;MicroPython;PowerShell;Python;Ruby,None,110000.0,44.0
26399,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,13.0,Data engineer,"10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Computer Systems Design and Services,Mexico,Bash/Shell (all shells);Python;SQL,IBM DB2;PostgreSQL;SQLite,78959.0,44.0
26422,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,7.0,"Developer, full-stack",100 to 499 employees,Individual contributor,Remote,Software Development,Mexico,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,MongoDB;PostgreSQL;Redis;SQLite,64927.0,34.0
26437,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,11.0,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Brazil,Bash/Shell (all shells);Go;PowerShell,BigQuery,43689.0,34.0
26446,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6.0,12.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,Other,HTML/CSS;JavaScript;SQL;TypeScript,Elasticsearch;MongoDB;Oracle;Redis;Supabase,23114.0,34.0
26451,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30.0,35.0,Engineering manager,20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Other:,Australia,Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,InfluxDB;MariaDB;PostgreSQL;Redis;SQLite,88413.0,54.0
26464,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,12.0,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,Remote,Software Development,United States of America,C#;Go;Kotlin;PowerShell;Python;TypeScript,MongoDB;Redis;SQLite,180000.0,44.0
26473,55-64 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",40.0,45.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;JavaScript;MicroPython;Python;Rust;SQL,MongoDB;Oracle;PostgreSQL;SQLite,100000.0,64.0
26475,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",4.0,6.0,"Developer, desktop or enterprise applications",20 to 99 employees,Individual contributor,Remote,Other:,Slovakia,C;C++;HTML/CSS;Java;JavaScript;Python,MariaDB;MySQL;PostgreSQL;SQLite,43993.0,34.0
26477,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,1.0,5.0,Academic researcher,20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Brazil,Assembly;Bash/Shell (all shells);C;C#;C++;Elixir;Erlang;Go;HTML/CSS;JavaScript;Lua;Python;Zig,None,2184.0,24.0
26478,25-34 years old,Some college/university study without earning a degree,Employed,5.0,10.0,Data engineer,"5,000 to 9,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,Brazil,Go;Groovy;HTML/CSS;Java;JavaScript;Python;SQL,BigQuery;Elasticsearch;MongoDB;MySQL,25485.0,34.0
26488,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,23.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Manufacturing,France,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,InfluxDB;MySQL;PostgreSQL;Redis;SQLite,63808.0,44.0
26501,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,17.0,"Developer, full-stack",100 to 499 employees,Individual contributor,Remote,Software Development,Canada,Elixir;Go;HTML/CSS;JavaScript;Python;Ruby;Rust;SQL,PostgreSQL;Redis,199176.0,44.0
26503,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",14.0,16.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Romania,HTML/CSS;JavaScript;SQL;TypeScript,Cosmos DB;Dynamodb;MongoDB;PostgreSQL;Redis,97452.0,34.0
26508,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,23.0,25.0,"Developer, QA or test","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",Brazil,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Scala,None,57342.0,44.0
26512,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,20.0,"Developer, desktop or enterprise applications","10,000 or more employees",Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);C;C++;Go;PowerShell;Python,None,440000.0,34.0
26527,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,23.0,6.0,"Developer, front-end","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,Remote,Software Development,Ukraine,C++;JavaScript;TypeScript,PostgreSQL,30000.0,44.0
2653,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,17.0,"Developer, back-end",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Poland,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,MongoDB;PostgreSQL;SQLite,60038.0,44.0
26540,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,11.0,"Architect, software or solutions","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,PostgreSQL,38228.0,34.0
26546,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6.0,13.0,"Developer, full-stack","10,000 or more employees",Individual contributor,In-person,Software Development,Taiwan,Java;Kotlin;Python;SQL,None,118602.0,34.0
2655,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",13.0,13.0,"Architect, software or solutions",20 to 99 employees,Individual contributor,Remote,Computer Systems Design and Services,Romania,C#;Go;JavaScript;TypeScript,MongoDB;Oracle;PostgreSQL;SQLite,116015.0,44.0
26552,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,33.0,42.0,Data engineer,100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,New Zealand,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;Python;SQL,Microsoft SQL Server;Snowflake;SQLite,102400.0,64.0
26562,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,14.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Fintech,New Zealand,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript,PostgreSQL,99388.0,34.0
2658,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,12.0,"Developer, back-end","5,000 to 9,999 employees",Individual contributor,In-person,Software Development,Sweden,C#;PowerShell,MongoDB,55346.0,34.0
2659,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8.0,20.0,"Developer, front-end","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;Python;TypeScript,Dynamodb,150000.0,34.0
26599,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,30.0,30.0,"Senior executive (C-suite, VP, etc.)",20 to 99 employees,Individual contributor,Remote,Software Development,Canada,Bash/Shell (all shells);Erlang;Go;HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL;Swift;TypeScript,BigQuery;Cloud Firestore;Neo4J;PostgreSQL;Redis;Snowflake;SQLite;Supabase,182396.0,44.0
26601,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,9.0,"Developer, full-stack",500 to 999 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Fintech,Malaysia,HTML/CSS;Java;JavaScript;SQL;TypeScript,Microsoft SQL Server;Oracle;PostgreSQL,32988.0,34.0
26618,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,5.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Israel,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Neo4J;PostgreSQL;Redis,95596.0,44.0
2662,35-44 years old,Some college/university study without earning a degree,Employed,13.0,17.0,"Developer, back-end","10,000 or more employees",Individual contributor,Remote,Energy,Spain,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,MySQL;Oracle;PostgreSQL;Redis;SQLite,77730.0,44.0
26644,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I prefer not to say,30.0,40.0,"Developer, embedded applications or devices",20 to 99 employees,Individual contributor,Remote,Software Development,Germany,C;HTML/CSS;Java;JavaScript,None,116015.0,64.0
26649,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",20.0,20.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Australia,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Rust;SQL;Swift;TypeScript,MongoDB;PostgreSQL;SQLite,290592.0,44.0
26673,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,3.0,5.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Belgium,Bash/Shell (all shells);HTML/CSS;PHP;PowerShell;SQL;TypeScript;Zig,MySQL;Redis;SQLite;Supabase;Pocketbase,34804.0,44.0
26678,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,12.0,Engineering manager,"1,000 to 4,999 employees",People manager,"Hybrid (some remote, leans heavy to in-person)",Insurance,Israel,Bash/Shell (all shells);Python;Ruby;SQL;TypeScript,Dynamodb;MySQL;PostgreSQL;Snowflake;Clickhouse,169426.0,44.0
2668,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,17.0,DevOps engineer or professional,100 to 499 employees,Individual contributor,Remote,"Transportation, or Supply Chain",Brazil,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Lua;Python;Ruby;SQL,BigQuery;Cloud Firestore;Dynamodb;Elasticsearch;InfluxDB;MongoDB;PostgreSQL;Redis;SQLite,109222.0,44.0
26681,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,16.0,31.0,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Government,Italy,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,MariaDB;MySQL;Oracle;PostgreSQL;SQLite,58007.0,54.0
26687,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,12.0,Engineering manager,Less than 20 employees,Individual contributor,Remote,Fintech,Other,HTML/CSS;JavaScript;Python;SQL;TypeScript,Cloud Firestore;Databricks SQL;Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;SQLite,234337.0,34.0
26688,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,14.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Italy,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server;PostgreSQL;SQLite,49886.0,34.0
26693,35-44 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",16.0,25.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,Croatia,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;TypeScript,Cosmos DB;Elasticsearch;Microsoft SQL Server;MongoDB;Redis;SQLite,237830.0,44.0
2670,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",11.0,17.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Denmark,Elixir;HTML/CSS;Rust;TypeScript,PostgreSQL,115707.0,44.0
26703,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,30.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Other,C#;HTML/CSS;JavaScript;SQL,Elasticsearch;Oracle;PostgreSQL;SQLite,46406.0,44.0
26723,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,24.0,40.0,"Developer, embedded applications or devices",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Germany,C;C++;Python,None,97452.0,54.0
26745,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,13.0,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Retail and Consumer Services,Other,C#;HTML/CSS;SQL,Cosmos DB;Microsoft SQL Server;MongoDB;Redis,87134.0,44.0
26761,25-34 years old,"Associate degree (A.A., A.S., etc.)",Employed,8.0,12.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)","Internet, Telecomm or Information Services",France,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,34108.0,34.0
26763,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3.0,10.0,"Developer, mobile",20 to 99 employees,Individual contributor,In-person,Fintech,Denmark,Groovy;HTML/CSS;Java;JavaScript;Swift;TypeScript,None,88647.0,34.0
2677,25-34 years old,Some college/university study without earning a degree,Employed,5.0,10.0,"Developer, desktop or enterprise applications","10,000 or more employees",Individual contributor,In-person,Software Development,Israel,Bash/Shell (all shells);Java;JavaScript;Kotlin;Lua;OCaml;Python;Rust;TypeScript;Zig,MongoDB;PostgreSQL;SQLite;Valkey,211782.0,34.0
26779,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16.0,32.0,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Italy,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;TypeScript,MariaDB;MySQL;Oracle;PostgreSQL,58007.0,54.0
2678,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,10.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,Canada,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;Python;SQL;TypeScript,DuckDB;PostgreSQL;Redis,65663.0,34.0
26791,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,20.0,"Developer, full-stack",20 to 99 employees,Individual contributor,In-person,Healthcare,Other,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL,MariaDB,25722.0,34.0
2680,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Not employed,3.0,9.0,Academic researcher,20 to 99 employees,Individual contributor,Remote,Software Development,France,Assembly;Bash/Shell (all shells);C;Lisp;R;Rust,None,25755.0,34.0
26837,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,10.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",Germany,Java;JavaScript;Python,MySQL;PostgreSQL,63808.0,34.0
26838,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,5.0,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,Belgium,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,H2;MariaDB;Oracle,58007.0,34.0
2684,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,16.0,"Developer, front-end","1,000 to 4,999 employees",Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,H2;Microsoft SQL Server;Oracle;Redis,130000.0,34.0
2686,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8.0,13.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,In-person,Software Development,Germany,Bash/Shell (all shells);C#;GDScript;Go;Java;JavaScript;Kotlin;TypeScript,None,150819.0,34.0
26863,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",12.0,15.0,Cloud infrastructure engineer,20 to 99 employees,Individual contributor,Remote,Software Development,Finland,Bash/Shell (all shells);C;Go;Java;JavaScript;Lua;Python;Rust;Scala;TypeScript,Databricks SQL;Dynamodb;SQLite,232029.0,44.0
26869,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,18.0,25.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Switzerland,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;SQL,MariaDB;MySQL;Oracle;PostgreSQL,148791.0,54.0
2688,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,21.0,26.0,"Architect, software or solutions",Less than 20 employees,Individual contributor,Remote,Software Development,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;SQL;VBA;Visual Basic (.Net),Microsoft Access;Microsoft SQL Server,85769.0,44.0
26894,25-34 years old,Primary/elementary school,Employed,9.0,13.0,"Developer, front-end",100 to 499 employees,Individual contributor,Remote,Media & Advertising Services,France,Bash/Shell (all shells);HTML/CSS;TypeScript,MongoDB;PostgreSQL;SQLite,63808.0,34.0
26897,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",10.0,15.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Italy,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,Elasticsearch;MySQL,98612.0,44.0
26901,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,7.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",Germany,Java;JavaScript;PHP;PowerShell,PostgreSQL,41765.0,44.0
26907,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3.0,9.0,Other (please specify):,Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,France,Assembly;Bash/Shell (all shells);C;C++;OCaml;Python,None,87011.0,34.0
26917,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,5.0,8.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Healthcare,Germany,C#;HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net),Microsoft SQL Server,63808.0,34.0
26920,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8.0,12.0,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Fintech,India,C;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;Python;Scala;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,39521.0,34.0
26923,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,15.0,Data scientist,"5,000 to 9,999 employees",Individual contributor,Remote,Banking/Financial Services,Ireland,HTML/CSS;JavaScript;Python;Ruby;SQL,BigQuery;Databricks SQL;DuckDB;Snowflake;SQLite,290037.0,44.0
26926,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5.0,8.0,"Developer, embedded applications or devices",20 to 99 employees,Individual contributor,In-person,Other:,Switzerland,Bash/Shell (all shells);C;C++;JavaScript;Lua;Python;Rust,None,99194.0,34.0
26936,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,10.0,"Developer, full-stack",500 to 999 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Germany,HTML/CSS;JavaScript;TypeScript,Dynamodb,69609.0,34.0
26942,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",10.0,13.0,"Developer, full-stack",500 to 999 employees,Individual contributor,Remote,Retail and Consumer Services,Ukraine,JavaScript;TypeScript,MongoDB;Redis;Snowflake,75000.0,34.0
26945,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,6.0,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,India,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,MongoDB;MySQL;Oracle;Redis,20458.0,34.0
